uri,prefLabel
http://metadata.un.org/thesaurus/1006750,QUESTION DES ILES TURQUES ET CAIQUES
http://metadata.un.org/thesaurus/1006750,Вопрос об островах Теркс и Кайкос
http://metadata.un.org/thesaurus/1006750,特克斯和凯科斯群岛问题
http://metadata.un.org/thesaurus/1006749,جزر تركس وكايكوس
http://metadata.un.org/thesaurus/1006749,TURKS AND CAICOS ISLANDS
http://metadata.un.org/thesaurus/1006749,ISLAS TURCAS Y CAICOS
http://metadata.un.org/thesaurus/1006749,ILES TURQUES ET CAIQUES
http://metadata.un.org/thesaurus/1006749,Острова Теркс и Кайкос
http://metadata.un.org/thesaurus/1006749,特克斯和凯科斯群岛
http://metadata.un.org/thesaurus/1006754,توفالو
http://metadata.un.org/thesaurus/1006754,TUVALU
http://metadata.un.org/thesaurus/1006754,TUVALU
http://metadata.un.org/thesaurus/1006754,TUVALU
http://metadata.un.org/thesaurus/1006754,Тувалу
http://metadata.un.org/thesaurus/1006754,图瓦卢
http://metadata.un.org/thesaurus/1006755,القرن العشرون
http://metadata.un.org/thesaurus/1006755,TWENTIETH CENTURY
http://metadata.un.org/thesaurus/1006755,SIGLO XX
http://metadata.un.org/thesaurus/1006755,VINGTIEME SIECLE
http://metadata.un.org/thesaurus/1006755,Двадцатый век
http://metadata.un.org/thesaurus/1006755,二十世纪
http://metadata.un.org/thesaurus/1006756,القرن الحادي والعشرون
http://metadata.un.org/thesaurus/1006756,TWENTY-FIRST CENTURY
http://metadata.un.org/thesaurus/1006756,SIGLO XXI
http://metadata.un.org/thesaurus/1006756,VINGT ET UNIEME SIECLE
http://metadata.un.org/thesaurus/1006756,Двадцать первый век
http://metadata.un.org/thesaurus/1006756,二十一世纪
http://metadata.un.org/thesaurus/1002576,دراسات المستقبل
http://metadata.un.org/thesaurus/1002576,FUTURE STUDIES
http://metadata.un.org/thesaurus/1002576,ESTUDIOS FUTUROS
http://metadata.un.org/thesaurus/1002576,PROSPECTIVE
http://metadata.un.org/thesaurus/1002576,Футурология
http://metadata.un.org/thesaurus/1002576,未来研究
http://metadata.un.org/thesaurus/1006757,التنضيد
http://metadata.un.org/thesaurus/1006757,TYPESETTING
http://metadata.un.org/thesaurus/1006757,COMPOSICION TIPOGRAFICA
http://metadata.un.org/thesaurus/1006757,COMPOSITION TYPOGRAPHIQUE
http://metadata.un.org/thesaurus/1006757,Набор (в полиграфии)
http://metadata.un.org/thesaurus/1006757,排字
http://metadata.un.org/thesaurus/1001202,تنضيد الحروف المحوسب
http://metadata.un.org/thesaurus/1001202,COMPUTERIZED TYPESETTING
http://metadata.un.org/thesaurus/1001202,COMPOSICION TIPOGRAFICA COMPUTARIZADA
http://metadata.un.org/thesaurus/1001202,COMPOSITION AUTOMATISEE
http://metadata.un.org/thesaurus/1001202,Компьютеризированный набор текста
http://metadata.un.org/thesaurus/1001202,计算机化排字
http://metadata.un.org/thesaurus/1006761,الأوغنديون
http://metadata.un.org/thesaurus/1006761,UGANDANS
http://metadata.un.org/thesaurus/1006761,UGANDESES
http://metadata.un.org/thesaurus/1006761,OUGANDAIS
http://metadata.un.org/thesaurus/1006761,Угандийцы
http://metadata.un.org/thesaurus/1006761,乌干达人
http://metadata.un.org/thesaurus/1006759,أوغندا
http://metadata.un.org/thesaurus/1006759,UGANDA
http://metadata.un.org/thesaurus/1006759,UGANDA
http://metadata.un.org/thesaurus/1006759,OUGANDA
http://metadata.un.org/thesaurus/1006759,Уганда
http://metadata.un.org/thesaurus/1006759,乌干达
http://metadata.un.org/thesaurus/1006760,اللاجئون الأغنديون
http://metadata.un.org/thesaurus/1006760,UGANDAN REFUGEES
http://metadata.un.org/thesaurus/1006760,REFUGIADOS UGANDESES
http://metadata.un.org/thesaurus/1006760,REFUGIES OUGANDAIS
http://metadata.un.org/thesaurus/1006760,Угандийские беженцы
http://metadata.un.org/thesaurus/1006760,乌干达难民
http://metadata.un.org/thesaurus/1006764,الأوكرانيون
http://metadata.un.org/thesaurus/1006764,UKRAINIANS
http://metadata.un.org/thesaurus/1006764,UCRANIOS
http://metadata.un.org/thesaurus/1006764,UKRAINIENS
http://metadata.un.org/thesaurus/1006764,Украинцы
http://metadata.un.org/thesaurus/1006764,乌克兰人
http://metadata.un.org/thesaurus/1006762,أوكرانيا
http://metadata.un.org/thesaurus/1006762,UKRAINE
http://metadata.un.org/thesaurus/1006762,UCRANIA
http://metadata.un.org/thesaurus/1006762,UKRAINE
http://metadata.un.org/thesaurus/1006762,Украина
http://metadata.un.org/thesaurus/1006762,乌克兰
http://metadata.un.org/thesaurus/1006769,الشك
http://metadata.un.org/thesaurus/1006769,UNCERTAINTY
http://metadata.un.org/thesaurus/1006769,INCERTIDUMBRE
http://metadata.un.org/thesaurus/1006769,INCERTITUDE
http://metadata.un.org/thesaurus/1006769,Неопределенность
http://metadata.un.org/thesaurus/1006769,不确定性
http://metadata.un.org/thesaurus/1005131,الاحتمالات
http://metadata.un.org/thesaurus/1005131,PROBABILITY
http://metadata.un.org/thesaurus/1005131,PROBABILIDAD
http://metadata.un.org/thesaurus/1005131,PROBABILITE
http://metadata.un.org/thesaurus/1005131,Вероятность
http://metadata.un.org/thesaurus/1005131,概率
http://metadata.un.org/thesaurus/1005576,المخاطرة
http://metadata.un.org/thesaurus/1005576,RISK
http://metadata.un.org/thesaurus/1005576,RIESGO
http://metadata.un.org/thesaurus/1005576,RISQUE
http://metadata.un.org/thesaurus/1005576,Риск
http://metadata.un.org/thesaurus/1005576,风险
http://metadata.un.org/thesaurus/1006772,الاستكشاف تحت سطح المياه
http://metadata.un.org/thesaurus/1006772,UNDERWATER EXPLORATION
http://metadata.un.org/thesaurus/1006772,EXPLORACION SUBACUATICA
http://metadata.un.org/thesaurus/1006772,EXPLORATION SOUS-MARINE
http://metadata.un.org/thesaurus/1006772,Подводные исследования
http://metadata.un.org/thesaurus/1006772,水下探测
http://metadata.un.org/thesaurus/1003906,البيولوجيا البحرية
http://metadata.un.org/thesaurus/1003906,MARINE BIOLOGY
http://metadata.un.org/thesaurus/1003906,BIOLOGIA MARINA
http://metadata.un.org/thesaurus/1003906,BIOLOGIE MARINE
http://metadata.un.org/thesaurus/1003906,Морская биология
http://metadata.un.org/thesaurus/1003906,海洋生物学
http://metadata.un.org/thesaurus/1006776,الترميز الموحد
http://metadata.un.org/thesaurus/1006776,UNICODE
http://metadata.un.org/thesaurus/1006776,UNICODE
http://metadata.un.org/thesaurus/1006776,UNICODE
http://metadata.un.org/thesaurus/1006776,Уникод
http://metadata.un.org/thesaurus/1006776,统一代码
http://metadata.un.org/thesaurus/1001973,النشر الإلكتروني
http://metadata.un.org/thesaurus/1001973,ELECTRONIC PUBLISHING
http://metadata.un.org/thesaurus/1001973,EDICION ELECTRONICA
http://metadata.un.org/thesaurus/1001973,EDITION ELECTRONIQUE
http://metadata.un.org/thesaurus/1001973,Электронное издательское дело
http://metadata.un.org/thesaurus/1001973,电子出版
http://metadata.un.org/thesaurus/1006784,الإمارات العربية المتحدة
http://metadata.un.org/thesaurus/1006784,UNITED ARAB EMIRATES
http://metadata.un.org/thesaurus/1006784,Объединенные Арабские Эмираты
http://metadata.un.org/thesaurus/1006784,阿拉伯联合酋长国
http://metadata.un.org/thesaurus/1006784,EMIRATOS ÁRABES UNIDOS
http://metadata.un.org/thesaurus/1006784,ÉMIRATS ARABES UNIS
http://metadata.un.org/thesaurus/1006791,مسألة جزر فرجن التابعة للولايات المتحدة
http://metadata.un.org/thesaurus/1006791,UNITED STATES VIRGIN ISLANDS QUESTION
http://metadata.un.org/thesaurus/1006791,CUESTION DE LAS ISLAS VIRGENES DE LOS ESTADOS UNIDOS
http://metadata.un.org/thesaurus/1006791,QUESTION DES ILES VIERGES AMERICAINES
http://metadata.un.org/thesaurus/1006791,Вопрос о Виргинских островах Соединенных Штатов
http://metadata.un.org/thesaurus/1006791,美属维尔京群岛问题
http://metadata.un.org/thesaurus/1006790,جزر فيرجن الأمريكية
http://metadata.un.org/thesaurus/1006790,UNITED STATES VIRGIN ISLANDS
http://metadata.un.org/thesaurus/1006790,ISLAS VIRGENES DE LOS ESTADOS UNIDOS
http://metadata.un.org/thesaurus/1006790,ILES VIERGES AMERICAINES
http://metadata.un.org/thesaurus/1006790,Виргинские острова Соединенных Штатов
http://metadata.un.org/thesaurus/1006790,美属维尔京群岛
http://metadata.un.org/thesaurus/1006812,الاقتصاد الحضري
http://metadata.un.org/thesaurus/1006812,URBAN ECONOMICS
http://metadata.un.org/thesaurus/1006812,ECONOMIA URBANA
http://metadata.un.org/thesaurus/1006812,ECONOMIE URBAINE
http://metadata.un.org/thesaurus/1006812,Экономика городов
http://metadata.un.org/thesaurus/1006812,城市经济学
http://metadata.un.org/thesaurus/1006809,المناطق الحضرية
http://metadata.un.org/thesaurus/1006809,URBAN AREAS
http://metadata.un.org/thesaurus/1006809,ZONAS URBANAS
http://metadata.un.org/thesaurus/1006809,ZONES URBAINES
http://metadata.un.org/thesaurus/1006809,Городские районы
http://metadata.un.org/thesaurus/1006809,城市地区
http://metadata.un.org/thesaurus/1006831,اليوريا
http://metadata.un.org/thesaurus/1006831,UREAS
http://metadata.un.org/thesaurus/1006831,UREAS
http://metadata.un.org/thesaurus/1006831,UREES
http://metadata.un.org/thesaurus/1006831,Мочевина
http://metadata.un.org/thesaurus/1006831,尿素
http://metadata.un.org/thesaurus/1006836,التفاعل مع المستعمل
http://metadata.un.org/thesaurus/1006836,USER INTERFACE
http://metadata.un.org/thesaurus/1006836,INTERFASE DEL USUARIO
http://metadata.un.org/thesaurus/1006836,INTERFACE UTILISATEUR
http://metadata.un.org/thesaurus/1006836,Пользовательский интерфейс
http://metadata.un.org/thesaurus/1006836,用户接口
http://metadata.un.org/thesaurus/1003252,النظم التفاعلية
http://metadata.un.org/thesaurus/1003252,INTERACTIVE SYSTEMS
http://metadata.un.org/thesaurus/1003252,SISTEMAS INTERACTIVOS
http://metadata.un.org/thesaurus/1003252,SYSTEMES INTERACTIFS
http://metadata.un.org/thesaurus/1003252,Диалоговые системы
http://metadata.un.org/thesaurus/1003252,交互式系统
http://metadata.un.org/thesaurus/1004627,البحث الإلكتروني
http://metadata.un.org/thesaurus/1004627,ONLINE SEARCHING
http://metadata.un.org/thesaurus/1004627,BUSQUEDA EN LINEA
http://metadata.un.org/thesaurus/1004627,RECHERCHE EN CONVERSATIONNEL
http://metadata.un.org/thesaurus/1004627,Диалоговый поиск
http://metadata.un.org/thesaurus/1004627,联机检索
http://metadata.un.org/thesaurus/1006842,الأوزبكستانيون
http://metadata.un.org/thesaurus/1006842,UZBEKS
http://metadata.un.org/thesaurus/1006842,UZBEKOS
http://metadata.un.org/thesaurus/1006842,OUZBEKS
http://metadata.un.org/thesaurus/1006842,Узбеки
http://metadata.un.org/thesaurus/1006842,乌兹别克人
http://metadata.un.org/thesaurus/1006841,أوزبكستان
http://metadata.un.org/thesaurus/1006841,UZBEKISTAN
http://metadata.un.org/thesaurus/1006841,Узбекистан
http://metadata.un.org/thesaurus/1006841,乌兹别克斯坦
http://metadata.un.org/thesaurus/1006841,UZBEKISTÁN
http://metadata.un.org/thesaurus/1006841,OUZBÉKISTAN
http://metadata.un.org/thesaurus/1006846,التكنولوجيا الخوائية
http://metadata.un.org/thesaurus/1006846,VACUUM TECHNOLOGY
http://metadata.un.org/thesaurus/1006846,TECNOLOGIA DEL VACIO
http://metadata.un.org/thesaurus/1006846,TECHNOLOGIE DU VIDE
http://metadata.un.org/thesaurus/1006846,Вакуумная технология
http://metadata.un.org/thesaurus/1006846,真空工艺
http://metadata.un.org/thesaurus/1006849,ضريبة القيمة المضافة
http://metadata.un.org/thesaurus/1006849,VALUE ADDED TAX
http://metadata.un.org/thesaurus/1006849,IMPUESTO AL VALOR AGREGADO
http://metadata.un.org/thesaurus/1006849,TAXE A LA VALEUR AJOUTEE
http://metadata.un.org/thesaurus/1006849,Налог на добавленную стоимость
http://metadata.un.org/thesaurus/1006849,增值税
http://metadata.un.org/thesaurus/1006852,لحم العجل
http://metadata.un.org/thesaurus/1006852,VEAL
http://metadata.un.org/thesaurus/1006852,CARNE DE TERNERA
http://metadata.un.org/thesaurus/1006852,VIANDE DE VEAU
http://metadata.un.org/thesaurus/1006852,Телятина
http://metadata.un.org/thesaurus/1006852,小牛肉
http://metadata.un.org/thesaurus/1000557,لحم البقر
http://metadata.un.org/thesaurus/1000557,BEEF
http://metadata.un.org/thesaurus/1000557,CARNE DE RES
http://metadata.un.org/thesaurus/1000557,VIANDE DE BOEUF
http://metadata.un.org/thesaurus/1000557,Говядина
http://metadata.un.org/thesaurus/1000557,牛肉
http://metadata.un.org/thesaurus/1006854,صناعة الزيت النباتي
http://metadata.un.org/thesaurus/1006854,VEGETABLE OIL INDUSTRY
http://metadata.un.org/thesaurus/1006854,INDUSTRIA DEL ACEITE VEGETAL
http://metadata.un.org/thesaurus/1006854,INDUSTRIE DES HUILES VEGETALES
http://metadata.un.org/thesaurus/1006854,Промышленность растительных масел
http://metadata.un.org/thesaurus/1006854,植物油工业
http://metadata.un.org/thesaurus/1004601,الصناعات الزيتية
http://metadata.un.org/thesaurus/1004601,OIL INDUSTRIES
http://metadata.un.org/thesaurus/1004601,INDUSTRIAS DE ACEITES Y GRASAS
http://metadata.un.org/thesaurus/1004601,INDUSTRIES DES CORPS GRAS
http://metadata.un.org/thesaurus/1004601,Масличная промышленность
http://metadata.un.org/thesaurus/1004601,油类工业
http://metadata.un.org/thesaurus/1006859,البائعون
http://metadata.un.org/thesaurus/1006859,VENDORS
http://metadata.un.org/thesaurus/1006859,PROVEEDORES
http://metadata.un.org/thesaurus/1006859,FOURNISSEURS
http://metadata.un.org/thesaurus/1006859,Поставщики
http://metadata.un.org/thesaurus/1006859,卖主
http://metadata.un.org/thesaurus/1001283,المقاولون
http://metadata.un.org/thesaurus/1001283,CONTRACTORS
http://metadata.un.org/thesaurus/1001283,CONTRATISTAS
http://metadata.un.org/thesaurus/1001283,SOUS-TRAITANTS
http://metadata.un.org/thesaurus/1001283,Подрядчики
http://metadata.un.org/thesaurus/1001283,承包商
http://metadata.un.org/thesaurus/1005282,الشراء
http://metadata.un.org/thesaurus/1005282,PURCHASING
http://metadata.un.org/thesaurus/1005282,COMPRA
http://metadata.un.org/thesaurus/1005282,ACHAT
http://metadata.un.org/thesaurus/1005282,Закупки
http://metadata.un.org/thesaurus/1005282,采购
http://metadata.un.org/thesaurus/1006863,رأس مال المجازفة
http://metadata.un.org/thesaurus/1006863,VENTURE CAPITAL
http://metadata.un.org/thesaurus/1006863,CAPITAL DE RIESGO
http://metadata.un.org/thesaurus/1006863,CAPITAL-RISQUE
http://metadata.un.org/thesaurus/1006863,Венчурный капитал
http://metadata.un.org/thesaurus/1006863,风险资本
http://metadata.un.org/thesaurus/1000806,استثمارات رؤوس الأموال
http://metadata.un.org/thesaurus/1000806,CAPITAL INVESTMENTS
http://metadata.un.org/thesaurus/1000806,INVERSIONES DE CAPITAL
http://metadata.un.org/thesaurus/1000806,INVESTISSEMENTS DE CAPITAUX
http://metadata.un.org/thesaurus/1000806,Капитальные инвестиции
http://metadata.un.org/thesaurus/1000806,资本投资
http://metadata.un.org/thesaurus/1000747,تمويل الأعمال التجارية
http://metadata.un.org/thesaurus/1000747,BUSINESS FINANCING
http://metadata.un.org/thesaurus/1000747,FINANCIAMIENTO DE EMPRESAS
http://metadata.un.org/thesaurus/1000747,FINANCEMENT DE L'ENTREPRISE
http://metadata.un.org/thesaurus/1000747,Финансирование предпринимательства
http://metadata.un.org/thesaurus/1000747,企业财务
http://metadata.un.org/thesaurus/1006875,الصراع الفيتنامي (1961 - 1975)
http://metadata.un.org/thesaurus/1006875,VIETNAMESE CONFLICT (1961-1975)
http://metadata.un.org/thesaurus/1006875,CONFLICTO VIETNAMITA (1961-1975)
http://metadata.un.org/thesaurus/1006875,CONFLIT VIETNAMIEN (1961-1975)
http://metadata.un.org/thesaurus/1006875,Вьетнамский конфликт (1961-1975 гг.)
http://metadata.un.org/thesaurus/1006875,越南冲突（1961--1975
http://metadata.un.org/thesaurus/1006873,فييت نام
http://metadata.un.org/thesaurus/1006873,VIET NAM
http://metadata.un.org/thesaurus/1006873,VIET NAM
http://metadata.un.org/thesaurus/1006873,VIET NAM
http://metadata.un.org/thesaurus/1006873,Вьетнам
http://metadata.un.org/thesaurus/1006873,越南
http://metadata.un.org/thesaurus/1006877,اللاجئون الفيتناميون
http://metadata.un.org/thesaurus/1006877,VIETNAMESE REFUGEES
http://metadata.un.org/thesaurus/1006877,REFUGIADOS VIETNAMITAS
http://metadata.un.org/thesaurus/1006877,REFUGIES VIETNAMIENS
http://metadata.un.org/thesaurus/1006877,Вьетнамские беженцы
http://metadata.un.org/thesaurus/1006877,越南难民
http://metadata.un.org/thesaurus/1006890,البعثات الزائرة
http://metadata.un.org/thesaurus/1006890,VISITING MISSIONS
http://metadata.un.org/thesaurus/1006890,MISIONES VISITADORAS
http://metadata.un.org/thesaurus/1006890,MISSIONS DE VISITE
http://metadata.un.org/thesaurus/1006890,Выездные миссии
http://metadata.un.org/thesaurus/1006890,视察团
http://metadata.un.org/thesaurus/1004457,الأقاليم غير المتمتعة بالحكم الذاتي
http://metadata.un.org/thesaurus/1004457,NON-SELF-GOVERNING TERRITORIES
http://metadata.un.org/thesaurus/1004457,TERRITORIOS NO AUTONOMOS
http://metadata.un.org/thesaurus/1004457,TERRITOIRES NON AUTONOMES
http://metadata.un.org/thesaurus/1004457,Несамоуправляющиеся территории
http://metadata.un.org/thesaurus/1004457,非自治领土
http://metadata.un.org/thesaurus/1006122,البعثات الخاصة
http://metadata.un.org/thesaurus/1006122,SPECIAL MISSIONS
http://metadata.un.org/thesaurus/1006122,MISIONES ESPECIALES
http://metadata.un.org/thesaurus/1006122,MISSIONS SPECIALES
http://metadata.un.org/thesaurus/1006122,Специальные миссии
http://metadata.un.org/thesaurus/1006122,特派团
http://metadata.un.org/thesaurus/1006893,وحدات عرض البصرية
http://metadata.un.org/thesaurus/1006893,VISUAL DISPLAY UNITS
http://metadata.un.org/thesaurus/1006893,UNIDADES DE VISUALIZACION
http://metadata.un.org/thesaurus/1006893,UNITES D'AFFICHAGE
http://metadata.un.org/thesaurus/1006893,Устройства визуального отображения
http://metadata.un.org/thesaurus/1006893,显示器
http://metadata.un.org/thesaurus/1001189,معدات مدخلات ومخرجات الحاسوب
http://metadata.un.org/thesaurus/1001189,COMPUTER INPUT-OUTPUT EQUIPMENT
http://metadata.un.org/thesaurus/1001189,DISPOSITIVOS DE ENTRADA SALIDA
http://metadata.un.org/thesaurus/1001189,EQUIPEMENT D'ENTREE SORTIE
http://metadata.un.org/thesaurus/1001189,Компьютерные устройства ввода и вывода
http://metadata.un.org/thesaurus/1001189,计算机输入/输出设
http://metadata.un.org/thesaurus/1006451,المعدات التلفزيونية
http://metadata.un.org/thesaurus/1006451,TELEVISION EQUIPMENT
http://metadata.un.org/thesaurus/1006451,EQUIPO DE TELEVISION
http://metadata.un.org/thesaurus/1006451,EQUIPEMENT DE TELEVISION
http://metadata.un.org/thesaurus/1006451,Телевизионная аппаратура
http://metadata.un.org/thesaurus/1006451,电视设备
http://metadata.un.org/thesaurus/1006904,مركبات عضوية متطايرة
http://metadata.un.org/thesaurus/1006904,VOLATILE ORGANIC COMPOUNDS
http://metadata.un.org/thesaurus/1006904,COMPUESTOS ORGANICOS VOLATILES
http://metadata.un.org/thesaurus/1006904,COMPOSES ORGANIQUES VOLATILS
http://metadata.un.org/thesaurus/1006904,Летучие органические соединения
http://metadata.un.org/thesaurus/1006904,挥发性有机化合物
http://metadata.un.org/thesaurus/1000195,ملوثات الجو
http://metadata.un.org/thesaurus/1000195,AIR POLLUTANTS
http://metadata.un.org/thesaurus/1000195,CONTAMINANTES ATMOSFERICOS
http://metadata.un.org/thesaurus/1000195,POLLUANTS ATMOSPHERIQUES
http://metadata.un.org/thesaurus/1000195,Загрязнители воздуха
http://metadata.un.org/thesaurus/1000195,空气污染物
http://metadata.un.org/thesaurus/1006917,جزيرة ويك
http://metadata.un.org/thesaurus/1006917,WAKE ISLAND
http://metadata.un.org/thesaurus/1006917,ISLA WAKE
http://metadata.un.org/thesaurus/1006917,ILE DE WAKE
http://metadata.un.org/thesaurus/1006917,Остров Уэйк
http://metadata.un.org/thesaurus/1006917,威克岛
http://metadata.un.org/thesaurus/1006918,جزر واليس وفوتونا
http://metadata.un.org/thesaurus/1006918,WALLIS AND FUTUNA ISLANDS
http://metadata.un.org/thesaurus/1006918,ISLAS WALLIS Y FUTUNA
http://metadata.un.org/thesaurus/1006918,ILES WALLIS ET FUTUNA
http://metadata.un.org/thesaurus/1006918,Острова Уоллис и Футуна
http://metadata.un.org/thesaurus/1006918,瓦利斯群岛和富图纳群岛
http://metadata.un.org/thesaurus/1006985,الأوزان والمقاييس
http://metadata.un.org/thesaurus/1006985,WEIGHTS AND MEASURES
http://metadata.un.org/thesaurus/1006985,PESOS Y MEDIDAS
http://metadata.un.org/thesaurus/1006985,POIDS ET MESURES
http://metadata.un.org/thesaurus/1006985,Веса и меры
http://metadata.un.org/thesaurus/1006985,度量衡
http://metadata.un.org/thesaurus/1004074,النظام المتري
http://metadata.un.org/thesaurus/1004074,METRIC SYSTEM
http://metadata.un.org/thesaurus/1004074,SISTEMA METRICO
http://metadata.un.org/thesaurus/1004074,SYSTEME METRIQUE
http://metadata.un.org/thesaurus/1004074,Метрическая система
http://metadata.un.org/thesaurus/1004074,米制
http://metadata.un.org/thesaurus/1007004,العجلات
http://metadata.un.org/thesaurus/1007004,WHEELS
http://metadata.un.org/thesaurus/1007004,RUEDAS
http://metadata.un.org/thesaurus/1007004,ROUES
http://metadata.un.org/thesaurus/1007004,Колеса
http://metadata.un.org/thesaurus/1007004,车轮
http://metadata.un.org/thesaurus/1006528,الإطارات
http://metadata.un.org/thesaurus/1006528,TIRES
http://metadata.un.org/thesaurus/1006528,NEUMATICOS
http://metadata.un.org/thesaurus/1006528,PNEUMATIQUES
http://metadata.un.org/thesaurus/1006528,Шины
http://metadata.un.org/thesaurus/1006528,轮胎
http://metadata.un.org/thesaurus/1007006,أسعار الجملة
http://metadata.un.org/thesaurus/1007006,WHOLESALE PRICES
http://metadata.un.org/thesaurus/1007006,PRECIOS AL POR MAYOR
http://metadata.un.org/thesaurus/1007006,PRIX DE GROS
http://metadata.un.org/thesaurus/1007006,Оптовые цены
http://metadata.un.org/thesaurus/1007006,批发价格
http://metadata.un.org/thesaurus/1007007,تجارة الجملة
http://metadata.un.org/thesaurus/1007007,WHOLESALE TRADE
http://metadata.un.org/thesaurus/1007007,COMERCIO MAYORISTA
http://metadata.un.org/thesaurus/1007007,COMMERCE DE GROS
http://metadata.un.org/thesaurus/1007007,Оптовая торговля
http://metadata.un.org/thesaurus/1007007,批发贸易
http://metadata.un.org/thesaurus/1007024,الرياضة الشتوية
http://metadata.un.org/thesaurus/1007024,WINTER SPORTS
http://metadata.un.org/thesaurus/1007024,DEPORTES DE INVIERNO
http://metadata.un.org/thesaurus/1007024,SPORTS D'HIVER
http://metadata.un.org/thesaurus/1007024,Зимний спорт
http://metadata.un.org/thesaurus/1007024,冬季运动
http://metadata.un.org/thesaurus/1007023,المنتجعات الشتوية
http://metadata.un.org/thesaurus/1007023,WINTER RESORTS
http://metadata.un.org/thesaurus/1007023,LUGARES DE TEMPORADA INVERNAL
http://metadata.un.org/thesaurus/1007023,STATIONS DE SPORTS D'HIVER
http://metadata.un.org/thesaurus/1007023,Зимние курорты
http://metadata.un.org/thesaurus/1007023,冬季旅游胜地
http://metadata.un.org/thesaurus/1007042,المرأة في السياسة
http://metadata.un.org/thesaurus/1007042,WOMEN IN POLITICS
http://metadata.un.org/thesaurus/1007042,MUJERES EN LA VIDA POLITICA
http://metadata.un.org/thesaurus/1007042,FEMMES DANS LA VIE POLITIQUE
http://metadata.un.org/thesaurus/1007042,Женщины в политике
http://metadata.un.org/thesaurus/1007042,妇女参与政治
http://metadata.un.org/thesaurus/1004982,المشاركة السياسية
http://metadata.un.org/thesaurus/1004982,POLITICAL PARTICIPATION
http://metadata.un.org/thesaurus/1004982,PARTICIPACION POLITICA
http://metadata.un.org/thesaurus/1004982,PARTICIPATION POLITIQUE
http://metadata.un.org/thesaurus/1004982,Политическое участие
http://metadata.un.org/thesaurus/1004982,政治参与
http://metadata.un.org/thesaurus/1007046,المراة المنحدرة من اصل افريقي
http://metadata.un.org/thesaurus/1007046,WOMEN OF AFRICAN DESCENT
http://metadata.un.org/thesaurus/1007046,MUJERES AFRODESCENDIENTES
http://metadata.un.org/thesaurus/1007046,FEMMES D'ASCENDANCE AFRICAINE
http://metadata.un.org/thesaurus/1007046,Женщины африканского происхождения
http://metadata.un.org/thesaurus/1007046,黑人妇女
http://metadata.un.org/thesaurus/1007062,صناعة الصوف
http://metadata.un.org/thesaurus/1007062,WOOL INDUSTRY
http://metadata.un.org/thesaurus/1007062,INDUSTRIA DE LA LANA
http://metadata.un.org/thesaurus/1007062,INDUSTRIE DE LA LAINE
http://metadata.un.org/thesaurus/1007062,Шерстяная промышленность
http://metadata.un.org/thesaurus/1007062,羊毛行业
http://metadata.un.org/thesaurus/1007061,الصوف
http://metadata.un.org/thesaurus/1007061,WOOL
http://metadata.un.org/thesaurus/1007061,LANA
http://metadata.un.org/thesaurus/1007061,LAINE
http://metadata.un.org/thesaurus/1007061,Шерсть
http://metadata.un.org/thesaurus/1007061,羊毛
http://metadata.un.org/thesaurus/1007064,العمل في المنزل
http://metadata.un.org/thesaurus/1007064,WORK AT HOME
http://metadata.un.org/thesaurus/1007064,TRABAJO EN CASA
http://metadata.un.org/thesaurus/1007064,TRAVAIL A DOMICILE
http://metadata.un.org/thesaurus/1007064,Работа на дому
http://metadata.un.org/thesaurus/1007064,在家工作
http://metadata.un.org/thesaurus/1001340,الصناعات المنزلية
http://metadata.un.org/thesaurus/1001340,COTTAGE INDUSTRIES
http://metadata.un.org/thesaurus/1001340,INDUSTRIAS CASERAS
http://metadata.un.org/thesaurus/1001340,INDUSTRIES FAMILIALES
http://metadata.un.org/thesaurus/1001340,Надомные производства
http://metadata.un.org/thesaurus/1001340,家庭工业
http://metadata.un.org/thesaurus/1007069,رخص العمل
http://metadata.un.org/thesaurus/1007069,WORK PERMITS
http://metadata.un.org/thesaurus/1007069,PERMISOS DE TRABAJO
http://metadata.un.org/thesaurus/1007069,PERMIS DE TRAVAIL
http://metadata.un.org/thesaurus/1007069,Разрешения на работу
http://metadata.un.org/thesaurus/1007069,工作许可
http://metadata.un.org/thesaurus/1007076,العمال ذوو الإعاقة
http://metadata.un.org/thesaurus/1007076,WORKERS WITH DISABILITIES
http://metadata.un.org/thesaurus/1007076,TRABAJADORES CON DISCAPACIDAD
http://metadata.un.org/thesaurus/1007076,TRAVAILLEURS HANDICAPES
http://metadata.un.org/thesaurus/1007076,Трудящиеся-инвалиды
http://metadata.un.org/thesaurus/1007076,残疾工人
http://metadata.un.org/thesaurus/120600,فئات خاصة من العمال
http://metadata.un.org/thesaurus/120600,SPECIAL CATEGORIES OF WORKERS
http://metadata.un.org/thesaurus/120600,CATEGORIAS ESPECIFICAS DE TRABAJADORES
http://metadata.un.org/thesaurus/120600,CATEGORIES SPECIFIQUES DE TRAVAILLEURS
http://metadata.un.org/thesaurus/120600,ОСОБЫЕ КАТЕГОРИИ ТРУДЯЩИХСЯ
http://metadata.un.org/thesaurus/120600,工人的特殊类别
http://metadata.un.org/thesaurus/1007077,البروليتاريا
http://metadata.un.org/thesaurus/1007077,WORKING CLASS
http://metadata.un.org/thesaurus/1007077,CLASE OBRERA
http://metadata.un.org/thesaurus/1007077,CLASSE OUVRIERE
http://metadata.un.org/thesaurus/1007077,Рабочий класс
