id,en,ar,es,fr,ru,zh
1002370,FISHERY MANAGEMENT,إدارة مصائد الأسماك,GESTION DE PESQUERIAS,GESTION DES PECHES,Ведение рыбного хозяйства,渔业管理
1002374,FISHERY RESOURCES,موارد مصائد الأسماك,RECURSOS PESQUEROS,RESSOURCES HALIEUTIQUES,Рыбохозяйственные ресурсы,渔业资源
1007001,WHALING,صيد الحيتان,CAZA DE BALLENAS,PECHE A LA BALEINE,Китобойный промысел,捕鲸业
1007115,YOUTH SERVICES,خدمات الشباب,SERVICIOS PARA JOVENES,SERVICES POUR LES JEUNES,Обслуживание молодежи,青年事务
1005981,SOCIAL SAFETY NETS,شبكات الأمان الاجتماعي,REDES DE SEGURIDAD SOCIAL,FILETS DE SECURITE SOCIALE,Сети социальной защиты,社会安全网
1005975,SOCIAL PLANNING,التخطيط الاجتماعي,PLANIFICACION SOCIAL,PLANIFICATION SOCIALE,Социальное планирование,社会规划
1007114,YOUTH POLICY,سياسة الشباب,POLITICA RELATIVA A LA JUVENTUD,POLITIQUE DE LA JEUNESSE,Молодежная политика,青年政策
1000904,CHARITIES,المؤسسات الخيرية,OBRAS DE CARIDAD,OEUVRES DE BIENFAISANCE,Благотворительные организации,慈善事业
1005988,SOCIAL SERVICES,الخدمات الاجتماعية,SERVICIOS SOCIALES,SERVICES SOCIAUX,Социальное обслуживание,社会服务
1005985,SOCIAL SECURITY,الضمان الاجتماعي,SEGURIDAD SOCIAL,SECURITE SOCIALE,Социальное обеспечение,社会保障
1000544,BASIC NEEDS,الحاجات الأساسية,NECESIDADES BASICAS,BESOINS ESSENTIELS,Базовые потребности,基本需要
1002508,FOSTER HOME CARE,الرعاية في بيت التربية,COLOCACION EN HOGARES DE GUARDA,PLACEMENT FAMILIAL,Передача ребенка на воспитание,寄养家庭照料
1001038,CLUBS,النوادي,CLUBES,CLUBS,Клубы,俱乐部
1000545,BASIC SERVICES,الخدمات الأساسية,SERVICIOS BASICOS,SERVICES ESSENTIELS,Базовые услуги,基本服务
1003342,INTERNATIONAL VOLUNTARY SERVICES,الخدمات التطوعية الدولية,SERVICIOS VOLUNTARIOS INTERNACIONALES,SERVICES VOLONTAIRES INTERNATIONAUX,Международная добровольческая служба,国际志愿服务队
1002257,FAMILY WELFARE,رعاية الأسرة,BIENESTAR DE LA FAMILIA,PROTECTION DE LA FAMILLE,Охрана семьи,家庭福利
1005996,SOCIAL WORK,العمل الاجتماعي,TRABAJO SOCIAL,TRAVAIL SOCIAL,Социальная работа,社会工作
1005065,POVERTY MITIGATION,محاربة الفقر,MITIGACION DE LA POBREZA,DIMINUTION DE LA PAUVRETE,Борьба с нищетой,减轻贫穷
1002233,FAMILY ALLOWANCES,علاوة الأسرة,SUBSIDIOS FAMILIARES,PRESTATIONS FAMILIALES,Семейные пособия,家属津贴
1000068,ADOPTION,التبني,ADOPCION,ADOPTION,Усыновление (удочерение),收养
1000938,CHILD NEEDS,حاجات الطفل,NECESIDADES DEL NIÑO,BESOINS DE L'ENFANT,Детские потребности,儿童的需求
1002023,ENDOWMENTS,الهبات,DOTACIONES,DOTATIONS,Дарственные фонды,捐赠基金
1005995,SOCIAL WELFARE,الرعاية الاجتماعية,BIENESTAR SOCIAL,BIEN-ETRE SOCIAL,Социальная защита,社会福利
1004530,NURSING HOMES,دور الرعاية الصحية,CASAS DE ANCIANOS,MAISONS DE RETRAITE,Дома престарелых,疗养院
1000949,CHILD WELFARE,رفاهية الطفل,BIENESTAR DE LA INFANCIA,PROTECTION DE L'ENFANCE,Охрана детства,儿童福利
1001344,COUNSELLING,تقديم المشورة,ASESORAMIENTO,CONSULTATION D'ORIENTATION,Консультирование,辅导
1005976,SOCIAL POLICY,السياسة الاجتماعية,POLITICA SOCIAL,POLITIQUE SOCIALE,Социальная политика,社会政策
1003086,INCOME MAINTENANCE,صيانة الدخل,CONSERVACION DE LOS INGRESOS,GARANTIE DU REVENU,Поддержание дохода,收入维持
1001513,DAY CARE SERVICES,خدمات الرعاية النهارية,SERVICIOS DE GUARDERIA,SERVICES DE GARDERIE,Службы дневного ухода,日托托儿所
1005987,SOCIAL SECURITY LEGISLATION,تشريعات الضمان الاجتماعي,LEGISLACION DE LA SEGURIDAD SOCIAL,LEGISLATION DE LA SECURITE SOCIALE,Законодательство о социальном обеспечении,社会保障法规
1000929,CHILD CARE,رعاية الطفل,ATENCION A LA INFANCIA,SOINS AUX ENFANTS,Уход за детьми,儿童保育
1004610,OLD AGE BENEFITS,المزايا للشيخوخة,SUBSIDIOS DE VEJEZ,PRESTATIONS DE VIEILLESSE,Пособия по старости,老龄福利
1003984,MATERNAL WELFARE,رعاية الأمومة,BIENESTAR DE LA MADRE,PROTECTION DE LA MERE,Охрана материнства,产妇福利
1006907,VOLUNTARY SERVICE,الخدمات التطوعية (أو الطوعية),SERVICIO VOLUNTARIO,SERVICE VOLONTAIRE,Добровольческая служба,志愿服务
1000830,CAREGIVERS,القائمون بالرعاية,CUIDADORES,SOIGNANTS,"Лица, обеспечивающие уход",提供照料的人
1005997,SOCIAL WORK ADMINISTRATION,إدارة الخدمة الاجتماعية,ADMINISTRACION DE LA ASISTENCIA SOCIAL,ADMINISTRATION DU TRAVAIL SOCIAL,Руководство социальной работой,社会工作管理
1005269,PUBLIC WELFARE,الرعاية العامة,ASISTENCIA SOCIAL,ASSISTANCE SOCIALE,Социальное вспомоществование,公共福利
1004794,PENSION SCHEMES,نظم المعاشات,PLANES DE JUBILACION,PLANS DE RETRAITE,Пенсионные планы,养恤金办法
1001120,COMMON SERVICES,الخدمات المشاعة,SERVICIOS COMUNES,SERVICES COMMUNS,Общие службы,共同事务
1000726,BUILDINGS MANAGEMENT,إدارة المباني,ADMINISTRACION DE EDIFICIOS,GESTION DES IMMEUBLES,Службы эксплуатации зданий,房舍管理
1000722,BUILDING SECURITY,أمن المباني,SEGURIDAD DE LOS EDIFICIOS,SECURITE DES IMMEUBLES,Безопасность зданий,房舍安全
1003796,LOCATION OF OFFICES,موقع المكاتب,UBICACION DE OFICINAS,IMPLANTATION DES CENTRES,Размещение служебных помещений,办公地点
1000048,ADMINISTRATION,شؤون الإدارة,ADMINISTRACION,ADMINISTRATION,Административное управление,行政部门
1002923,HOSPITALITY,الضيافة,ATENCIONES SOCIALES,FRAIS DE REPRESENTATION,Представительские мероприятия,招待（费）
1005620,RULES AND REGULATIONS,القواعد والأنظمة,REGLAS Y NORMAS,REGLEMENTS,Правила и положения,规则和条例
1001286,CONTRACTUAL SERVICES,الخدمات التعاقدية,SERVICIOS POR CONTRATA,SERVICES CONTRACTUELS,Услуги по контрактам,订约承办事务
1006161,STAFFING,التوظيف,DOTACION DE PERSONAL,DOTATION EN PERSONNEL,Укомплектование штата сотрудников,员额配置
1002192,EXPORT CREDITS,اعتمادات التصدير,CREDITOS A LA EXPORTACION,CREDITS A L'EXPORTATION,Экспортные кредиты,出口信贷
1002197,EXPORT FINANCING,تمويل الصادرات,FINANCIACION DE LAS EXPORTACIONES,FINANCEMENT DES EXPORTATIONS,Финансирование экспорта,出口筹资
1003066,IMPORT CREDITS,اعتمادات الاستيراد,CREDITOS A LA IMPORTACION,CREDITS A L'IMPORTATION,Импортные кредиты,进口信贷
1006588,TRADE FINANCING,تمويل التجارة,FINANCIACION COMERCIAL,FINANCEMENT COMMERCIAL,Финансирование торговли,贸易筹资
1000496,BALANCE OF PAYMENTS,ميزان المدفوعات,BALANZA DE PAGOS,BALANCE DES PAIEMENTS,Платежный баланс,收支
1002191,EXPORT CREDIT INSURANCE,تأمين اعتمادات التصدير,SEGURO DE CREDITO A LA EXPORTACION,ASSURANCE CREDIT A L'EXPORTATION,Страхование экспортных кредитов,出口信贷保险
1000498,BALANCE OF PAYMENTS PROJECTIONS,توقعات ميزان المدفوعات,PROYECCIONES DE LA BALANZA DE PAGOS,PROJECTIONS DE LA BALANCE DES PAIEMENTS,Прогнозы платежного баланса,收支预测
1000497,BALANCE OF PAYMENTS ADJUSTMENT,تسوية ميزان المدفوعات,AJUSTE DE LA BALANZA DE PAGOS,AJUSTEMENT DE LA BALANCE DES PAIEMENTS,Выравнивание платежного баланса,收支调整
1002196,EXPORT EARNINGS,حصائل التصدير,INGRESOS POR EXPORTACIONES,RECETTES A L'EXPORTATION,Экспортная выручка,出口收益
1002201,EXPORT PRICES,أسعار التصدير,PRECIOS DE EXPORTACION,PRIX A L'EXPORTATION,Экспортные цены,出口价格
1001165,COMPENSATORY FINANCING,التمويل التعويضي,FINANCIACION COMPENSATORIA,FINANCEMENT COMPENSATOIRE,Компенсационное финансирование,补偿贷款
1006244,STUDENT REFUGEES,الطلاب اللاجئون,ESTUDIANTES REFUGIADOS,ETUDIANTS REFUGIES,Учащиеся-беженцы,学生难民
1003857,MALIAN REFUGEES,اللاجئون الماليون,REFUGIADOS MALIENSES,REFUGIES MALIENS,Малийские беженцы,马里难民
1000235,ALGERIAN REFUGEES,اللاجئون الجزائريون,REFUGIADOS ARGELINOS,REFUGIES ALGERIENS,Алжирские беженцы,阿尔及利亚难民
1006540,TOGOLESE REFUGEES,اللاجئون التوغويون,REFUGIADOS TOGOLESES,REFUGIES TOGOLAIS,Тоголезские беженцы,多哥难民
1006186,STATELESSNESS,انعدام الجنسية,APATRIDIA,APATRIDIE,Безгражданство,无国籍
1005653,RWANDAN REFUGEES,اللاجئون الروانديون,REFUGIADOS RWANDESES,REFUGIES RWANDAIS,Руандийские беженцы,卢旺达难民
1005609,ROMANIAN REFUGEES,اللاجئون الرومانيون,REFUGIADOS RUMANOS,REFUGIES ROUMAINS,Румынские беженцы,罗马尼亚难民
1003794,LOCAL SETTLEMENT,الاستيطان المحلي,ASENTAMIENTO LOCAL,INSTALLATION SUR PLACE,Обустройство на месте,就地安置
1000884,CENTRAL AMERICAN REFUGEES,اللاجئون في أمريكا الوسطى,REFUGIADOS CENTROAMERICANOS,REFUGIES D'AMERIQUE CENTRALE,Центральноамериканские беженцы,中美洲难民
1001418,CUBAN REFUGEES,اللاجئون الكوبيون,REFUGIADOS CUBANOS,REFUGIES CUBAINS,Кубинские беженцы,古巴难民
1001706,DISPLACED PERSONS,المشردون,PERSONAS DESPLAZADAS,PERSONNES DEPLACEES,Перемещенные лица,流离失所者
1005423,REFUGEES IN TRANSIT,تنقل اللاجئين,REFUGIADOS EN TRANSITO,REFUGIES EN TRANSIT,Транзитные беженцы,过境难民
1005414,REFUGEE PROTECTION,حماية اللاجئين,PROTECCION DE REFUGIADOS,PROTECTION DES REFUGIES,Защита беженцев,保护难民
1007100,YEMENI REFUGEES,اللاجئون اليمنيون,REFUGIADOS YEMENITAS,REFUGIES YEMENITES,Йеменские беженцы,也门难民
1002110,ERITREAN REFUGEES,االلاجئون الإريتريون,REFUGIADOS ERITREOS,REFUGIES ERYTHREENS,Эритрейские беженцы,厄立特里亚难民
1003391,INVOLUNTARY REPATRIATION,العودة غير الطوعية,REPATRIACION INVOLUNTARIA,RAPATRIEMENT INVOLONTAIRE,Вынужденная репатриация,强迫遣返
1002252,FAMILY REUNIFICATION,جمع شمل الأسرة,REUNIFICACION DE FAMILIAS,REGROUPEMENT DES FAMILLES,Воссоединение семей,家庭团聚
1005415,REFUGEE REGISTRATION,تسجيل اللاجئين,REGISTRO DE REFUGIADOS,ENREGISTREMENT DES REFUGIES,Регистрация беженцев,难民登记
1003447,IVORIAN REFUGEES,اللاجئون الايفواريون,REFUGIADOS DE COTE D'IVOIRE,REFUGIES IVOIRIENS,Ивуарийские беженцы,科特迪瓦难民
1004306,NAMIBIAN REFUGEES,اللاجئون الناميبيون,REFUGIADOS NAMIBIANOS,REFUGIES NAMIBIENS,Намибийские беженцы,纳米比亚难民
1005407,REFUGEE-RECEIVING COUNTRIES,البلدان المتلقية للاجئين,PAISES DE ACOGIDA DE REFUGIADOS,PAYS D'ACCUEIL DE REFUGIES,"Страны, принимающие беженцев",难民接受国
1000739,BURUNDIAN REFUGEES,اللاجئون البورونديون,REFUGIADOS BURUNDIANOS,REFUGIES BURUNDAIS,Бурундийские беженцы,布隆迪难民
1005412,REFUGEE PLACEMENT,توطين اللاجئين,UBICACION DE REFUGIADOS,PLACEMENT DES REFUGIES,Размещение беженцев,难民安置
1003405,IRAQI REFUGEES,اللاجئون العراقيون,REFUGIADOS IRAQUIES,REFUGIES IRAQUIENS,Иракские беженцы,伊拉克难民
1003625,LAO REFUGEES,اللاجئون اللاويون,REFUGIADOS LAO,REFUGIES LAO,Лаосские беженцы,老挝难民
1000434,ASYLUM SEEKERS,طالبي اللجوء,SOLICITANTES DE ASILO,DEMANDEURS D'ASILE,"Лица, ищущие убежище",寻求庇护者
1000965,CHINESE REFUGEES,اللاجئون الصينيون,REFUGIADOS CHINOS,REFUGIES CHINOIS,Китайские беженцы,中国难民
1000481,AZERBAIJANI REFUGEES,اللاجئون الأذربيجانيون,REFUGIADOS AZERBAIYANOS,REFUGIES AZERBAIDJANAIS,Азербайджанские беженцы,阿塞拜疆难民
1003185,INFLUX,التدفق,AFLUENCIA,AFFLUX,Приток беженцев,涌入
1002130,ETHIOPIAN REFUGEES,اللاجئون الأثيوبيون,REFUGIADOS ETIOPES,REFUGIES ETHIOPIENS,Эфиопские беженцы,埃塞俄比亚难民
1002784,GUATEMALAN REFUGEES,اللاجئون الغواتيماليون,REFUGIADOS GUATEMALTECOS,REFUGIES GUATEMALTEQUES,Гватемальские беженцы,危地马拉难民
1000899,CHADIAN REFUGEES,اللاجئون التشاديون,REFUGIADOS CHADIANOS,REFUGIES TCHADIENS,Чадские беженцы,乍得难民
1004264,MOZAMBICAN REFUGEES,اللاجئون الموزامبيقيون,REFUGIADOS MOZAMBIQUEÑOS,REFUGIES MOZAMBICAINS,Мозамбикские беженцы,莫桑比克难民
1003000,HUNGARIAN REFUGEES,اللاجئون الهنغاريون,REFUGIADOS HUNGAROS,REFUGIES HONGROIS,Венгерские беженцы,匈牙利难民
1004406,NICARAGUAN REFUGEES,اللاجئون النيكاراغويون,REFUGIADOS NICARAGUENSES,REFUGIES NICARAGUAYENS,Никарагуанские беженцы,尼加拉瓜难民
1006877,VIETNAMESE REFUGEES,اللاجئون الفيتناميون,REFUGIADOS VIETNAMITAS,REFUGIES VIETNAMIENS,Вьетнамские беженцы,越南难民
1006062,SOUTH AFRICAN REFUGEES,اللاجئون من جنوب أفريقيا,REFUGIADOS SUDAFRICANOS,REFUGIES SUD-AFRICAINS,Южноафриканские беженцы,南非难民
1002810,HAITIAN REFUGEES,اللاجئون الهايتيون,REFUGIADOS HAITIANOS,REFUGIES HAITIENS,Гаитянские беженцы,海地难民
1005509,RESETTLEMENT POLICY,سياسة التوطين,POLITICA DE REASENTAMIENTO,POLITIQUE DE REINSTALLATION,Политика расселения,重新安置政策
1001399,CROATIAN REFUGEES,اللاجئون من كرواتيا,REFUGIADOS CROATAS,REFUGIES CROATES,Хорватские беженцы,克罗地亚难民
1006760,UGANDAN REFUGEES,اللاجئون الأغنديون,REFUGIADOS UGANDESES,REFUGIES OUGANDAIS,Угандийские беженцы,乌干达难民
1005418,REFUGEES,اللاجئون,REFUGIADOS,REFUGIES,Беженцы,难民
1006047,SOMALI REFUGEES,اللاجئون الصوماليون,REFUGIADOS SOMALIES,REFUGIES SOMALIENS,Сомалийские беженцы,索马里难民
1005891,SIERRA LEONEAN REFUGEES,اللاجئون السيراليونيون,REFUGIADOS SIERRALEONESES,REFUGIES SIERRA-LÉONAIS,Сьерра-леонские беженцы,塞拉利昂难民
1000943,CHILD REFUGEES,الأطفال اللاجئون,NIÑOS REFUGIADOS,ENFANTS REFUGIES,Дети-беженцы,难民儿童
1005422,REFUGEES FROM TIMOR-LESTE,اللاجئون من تيمور الشرقية,REFUGIADOS DE TIMOR-LESTE,REFUGIES DU TIMOR-LESTE,Беженцы из Тимора-Лешти,东帝汶难民
1006218,STOWAWAYS,المسافرون خلسة,PASAJEROS CLANDESTINOS,PASSAGERS CLANDESTINS,Безбилетные пассажиры,偷渡者
1000781,CAMBODIAN REFUGEES,اللاجئون الكمبوديون,REFUGIADOS CAMBOYANOS,REFUGIES CAMBODGIENS,Камбоджийские беженцы,柬埔寨难民
1006073,SOUTHERN AFRICAN REFUGEES,لاجئو الجنوب الأفريقي,REFUGIADOS DE AFRICA MERIDIONAL,REFUGIES D'AFRIQUE AUSTRALE,Беженцы с Юга Африки,南部非洲难民
1005413,REFUGEE PROCESSING CENTRES,مراكز تسجيل اللاجئين,CENTROS DE TRANSITO DE REFUGIADOS,CENTRES DE TRANSIT POUR LES REFUGIES,Центры фильтрации беженцев,难民处理中心
1005419,REFUGEES FROM BOSNIA AND HERZEGOVINA,اللاجئون من البوسنة والهرسك,REFUGIADOS DE BOSNIA Y HERZEGOVINA,REFUGIES DE BOSNIE-HERZEGOVINE,Беженцы из Боснии и Герцеговины,波斯尼亚和黑塞哥维那难民
1000095,AFGHAN REFUGEES,اللاجئون الأفغان,REFUGIADOS AFGANOS,REFUGIES AFGHANS,Афганские беженцы,阿富汗难民
1003970,MASS EXODUSES,النزوح الجماعي,EXODOS MASIVOS,EXODES MASSIFS,Массовый исход населения,大批出走
1002156,EVACUATION,الإجلاء,EVACUACION,EVACUATION,Эвакуация,撤离
1006505,TIBETAN REFUGEES,اللاجئون التيبتيون,REFUGIADOS TIBETANOS,REFUGIES TIBETAINS,Тибетские беженцы,西藏难民
1004299,MYANMAR REFUGEES,اللاجئون الميانماريون,REFUGIADOS DE MYANMAR,REFUGIES DU MYANMAR,Мьянманские беженцы,缅甸难民
1005685,SALVADORIAN REFUGEES,اللاجئون السلفادوريون,REFUGIADOS SALVADOREÑOS,REFUGIES SALVADORIENS,Сальвадорские беженцы,萨尔瓦多难民
1002180,EXILES,المنفيون,EXILADOS,EXILES,Изгнанники,流亡者
1000285,ANGOLAN REFUGEES,اللاجئون الأنغوليون,REFUGIADOS ANGOLEÑOS,REFUGIES ANGOLAIS,Ангольские беженцы,安哥拉难民
1000880,CENTRAL AFRICAN REFUGEES,لاجئو أفريقيا الوسطى,REFUGIADOS CENTROAFRICANOS,REFUGIES DE CENTRAFRIQUE,Беженцы из Центральноафриканской Республики,中非难民
1000102,AFRICAN REFUGEES,اللاجئون الأفريقيون,REFUGIADOS AFRICANOS,REFUGIES AFRICAINS,Африканские беженцы,非洲难民
1004701,PALESTINE REFUGEES,اللاجئون الفلسطينيون,REFUGIADOS PALESTINOS,REFUGIES PALESTINIENS,Палестинские беженцы,巴勒斯坦难民
1005409,REFUGEE CAMPS,مخيمات اللاجئين,CAMPAMENTOS DE REFUGIADOS,CAMPS DE REFUGIES,Лагеря беженцев,难民营
1005408,REFUGEE ASSISTANCE,مساعدة اللاجئون,ASISTENCIA A LOS REFUGIADOS,ASSISTANCE AUX REFUGIES,Помощь беженцам,援助难民
1003111,INDO-CHINESE REFUGEES,اللاجئون من الهند الصينية,REFUGIADOS INDOCHINOS,REFUGIES INDOCHINOIS,Индокитайские беженцы,印度支那难民
1005421,REFUGEES FROM THE DEMOCRATIC REPUBLIC OF THE CONGO,اللاجئون من جمهورية الكونغو الديمقراطية,REFUGIADOS DE LA REPUBLICA DEMOCRATICA DEL CONGO,REFUGIES DE LA REPUBLIQUE DEMOCRATIQUE DU CONGO,Беженцы из Демократической Республики Конго,刚果民主共和国难民
1006999,WESTERN SAHARAN REFUGEES,لاجئو الصحراء الغربية,REFUGIADOS DEL SAHARA OCCIDENTAL,REFUGIES DU SAHARA OCCIDENTAL,Западносахарские беженцы,西撒哈拉难民
1006467,TERRITORIAL ASYLUM,اللجوء الإقليمي,ASILO TERRITORIAL,ASILE TERRITORIAL,Территориальное убежище,领土庇护
1006273,SUDANESE REFUGEES,اللاجئون السودانيون,REFUGIADOS SUDANESES,REFUGIES SOUDANAIS,Суданские беженцы,苏丹难民
1005420,REFUGEES FROM KOSOVO,اللاجئون من كوسوفو,REFUGIADOS DEL KOSOVO,REFUGIES DU KOSOVO,Беженцы из Косово,科索沃难民
1002454,FORCED MIGRATION,الهجرة القسرية,MIGRACION FORZADA,MIGRATION FORCEE,Вынужденная миграция,被迫移徙
1005508,RESETTLEMENT,إعادة التوطين,REASENTAMIENTO,REINSTALLATION,Расселение,重新定居
1007127,ZIMBABWEAN REFUGEES,اللاجئون الزمبابويون,REFUGIADOS ZIMBABWENSES,REFUGIES ZIMBABWEENS,Зимбабвийские беженцы,津巴布韦难民
1005411,REFUGEE PASSPORTS,جوازات اللاجئين,PASAPORTES DE REFUGIADOS,PASSEPORTS DE REFUGIES,Паспорта беженцев,难民护照
1003709,LIBERIAN REFUGEES,اللاجئون الليبريون,REFUGIADOS LIBERIANOS,REFUGIES LIBERIENS,Либерийские беженцы,利比里亚难民
1005416,REFUGEE SEAFARERS,الملاحون اللاجئون,MARINOS REFUGIADOS,MARINS REFUGIES,Беженцы-моряки,难民海员
1007048,WOMEN REFUGEES,اللاجئات,REFUGIADAS,REFUGIEES,Беженки,女难民
1006926,WAR VICTIMS,ضحايا الحرب,VICTIMAS DE GUERRA,VICTIMES DE GUERRE,Жертвы войны,战争受难者
1005483,REPATRIATION,الإعادة إلى الوطن,REPATRIACION,RAPATRIEMENT,Репатриация,遣返
1006357,TAJIK REFUGEES,اللاجئون الطاجيكستانيون,REFUGIADOS TAYIKOS,REFUGIES TADJIKS,Таджикские беженцы,塔吉克难民
1005223,PROTRACTED REFUGEE SITUATIONS,أوضاع اللاجئين التي طال أمدها,SITUACIONES PROLONGADAS DE REFUGIADOS,REFUGIES DE LONGUE DUREE,Затянувшиеся ситуации с беженцами,旷日持久的难民形势
1003994,MAURITANIAN REFUGEES,اللاجئون الموريتانيون,REFUGIADOS MAURITANOS,REFUGIES MAURITANIENS,Мавританские беженцы,毛里塔尼亚难民
1000584,BHUTANESE REFUGEES,اللاجئون البوتانيون,REFUGIADOS BHUTANESES,REFUGIES BHOUTANAIS,Бутанские беженцы,不丹难民
1002662,GEORGIAN REFUGEES,اللاجئون الجورجيون,REFUGIADOS GEORGIANOS,REFUGIES GEORGIENS,Грузинские беженцы,格鲁吉亚难民
1001899,EDUCATIONAL COSTS,التكاليف التعليمية,COSTO DE LA ENSEÑANZA,COUT DE L'EDUCATION,Затраты на образование,教育支出
1001906,EDUCATIONAL INDICATORS,المؤشرات التعليمية,INDICADORES EDUCATIVOS,INDICATEURS EDUCATIONNELS,Показатели образования,教育指标
1003052,ILLITERACY,الأمية,ANALFABETISMO,ANALPHABETISME,Неграмотность,文盲
1001921,EDUCATIONAL REFORM,الإصلاح التربوي,REFORMA DE LA EDUCACION,REFORME DE L'ENSEIGNEMENT,Реформа образования,教育改革
1003770,LITERACY,محو الأمية,ALFABETIZACION,ALPHABETISATION,Грамотность,识字
1005722,SCHOLARSHIPS,المنح الدراسية,BECAS DE ESTUDIOS,BOURSES D'ETUDES,"Стипендии (в начальном, среднем и высшем образовании)",奖学金
1001901,EDUCATIONAL EXCHANGES,التبادل التربوي,INTERCAMBIOS EDUCATIVOS,ECHANGES EDUCATIFS,Образовательные обмены,教育交流
1001904,EDUCATIONAL FINANCING,التمويل التربوي,FINANCIAMIENTO DE LA EDUCACION,FINANCEMENT DE L'EDUCATION,Финансирование образования,教育集资
1003659,LEARNED SOCIETIES,الجمعيات التعلمية,SOCIEDADES ACADEMICAS,SOCIETES SAVANTES,Ученые общества,学术协会
1006624,TRAINING AND RESEARCH INSTITUTIONS,معاهد التدريب والبحث,INSTITUCIONES DE CAPACITACION E INVESTIGACION,INSTITUTS DE FORMATION ET DE RECHERCHE,Учебные и исследовательские учреждения,训练和研究机构
1001900,EDUCATIONAL DEVELOPMENT,التنمية التربوية,DESARROLLO DE LA EDUCACION,DEVELOPPEMENT DE L'EDUCATION,Развитие образования,教育发展
1001924,EDUCATIONAL STATISTICS,الإحصاءات التربوية,ESTADISTICAS DE LA EDUCACION,STATISTIQUES DE L'EDUCATION,Образовательная статистика,教育统计
1001897,EDUCATIONAL ASPECTS,الجوانب التربوية,ASPECTOS EDUCATIVOS,ASPECTS PEDAGOGIQUES,Образовательные аспекты,教育问题
1006407,TEACHING,التدريس,ENSEÑANZA,ENSEIGNEMENT,Преподавание,教学
1001916,EDUCATIONAL POLICY,السياسة التربوية,POLITICA EDUCATIVA,POLITIQUE DE L'EDUCATION,Политика в области образования,教育政策
1007031,WOMEN'S EDUCATION,تعليم المرأة,EDUCACION DE LA MUJER,EDUCATION DES FEMMES,Женское образование,妇女教育
1000037,ACHIEVEMENT MOTIVATION,دوافع التحصيل,MOTIVACION,MOTIVATION D'ACCOMPLISSEMENT,Мотивация успеваемости,成就动机
1001898,EDUCATIONAL ASSISTANCE,المساعدة التعليمية,ASISTENCIA EN MATERIA DE ENSEÑANZA,ASSISTANCE EN MATIERE D'EDUCATION,Помощь в области образования,教育援助
1001922,EDUCATIONAL RESEARCH,البحوث التربوية,INVESTIGACION EDUCATIVA,RECHERCHE PEDAGOGIQUE,Педагогика,教育研究
1001912,EDUCATIONAL MANAGEMENT,إدارة التعليم,GESTION DE LA ENSEÑANZA,GESTION DES ETABLISSEMENTS D'ENSEIGNEMENT,Руководство образовательными учреждениями,教育管理
1001896,EDUCATIONAL ADMINISTRATION,الإدارة التربوية,ADMINISTRACION DE LA ENSEÑANZA,ADMINISTRATION DE L'ENSEIGNEMENT,Управление образованием,教育行政
1001918,EDUCATIONAL PSYCHOLOGY,علم النفس التربوي,PSICOLOGIA DE LA EDUCACION,PSYCHOLOGIE DE L'EDUCATION,Педагогическая психология,教育心理学
1001919,EDUCATIONAL QUALITY,نوعية التعليم,CALIDAD DE LA EDUCACION,QUALITE DE L'EDUCATION,Качество образования,教育质量
1001925,EDUCATIONAL SURVEYS,المسح التربوي,ENCUESTAS EDUCATIVAS,ENQUETES SUR L'EDUCATION,Обследования в области образования,教育调查
1001907,EDUCATIONAL INFORMATION,المعلومات التربوية,INFORMACION EDUCATIVA,INFORMATION PEDAGOGIQUE,Образовательная информация,教育信息
1001913,EDUCATIONAL NEEDS,الاحتياجات التعليمية,NECESIDADES EDUCATIVAS,BESOINS EDUCATIFS,Потребности в образовании,教育需要
1001917,EDUCATIONAL PROGRAMMES,البرامج التعليمية,PROGRAMAS DE EDUCACION,PROGRAMMES D'EDUCATION,Образовательные программы,教育方案
1001909,EDUCATIONAL INSTITUTIONS,المؤسسات التربوية,ESTABLECIMIENTOS DE ENSEÑANZA,ETABLISSEMENTS D'ENSEIGNEMENT,Образовательные учреждения,教育机构
1001914,EDUCATIONAL PHILOSOPHY,فلسفة التربية,FILOSOFIA DE LA EDUCACION,PHILOSOPHIE DE L'EDUCATION,Философия образования,教育理论
1001170,COMPETITIVE EXAMINATIONS,الامتحانات التنافسية,CONCURSOS,CONCOURS,Конкурсные экзамены,竞争性考试
1001915,EDUCATIONAL PLANNING,التخطيط التربوي,PLANIFICACION DE LA EDUCACION,PLANIFICATION DE L'EDUCATION,Планирование образования,教育规划
1003352,INTERNSHIP PROGRAMMES,برامج التدريب الداخلي,PROGRAMAS DE CURSILLO,PROGRAMMES DE STAGE,Программы стажировок,实习计划
1005753,SCIENTIFIC SOCIETIES,الجمعيات العلمية,SOCIEDADES CIENTIFICAS,SOCIETES SCIENTIFIQUES,Научные общества,科学界
1002283,FELLOWSHIPS,الزمالات,BECAS DE INVESTIGACION,BOURSES DE RECHERCHES,Стипендии (прочие),研究金
1001908,EDUCATIONAL INNOVATIONS,الابتكارات التربوية,INNOVACIONES PEDAGOGICAS,INNOVATIONS PEDAGOGIQUES,Образовательные нововведения,教育改革
1005498,RESEARCH,البحث,INVESTIGACION,RECHERCHE,Исследования,研究
1006248,STUDY TOURS,الجولات الدراسية,VIAJES DE ESTUDIOS,VOYAGES D'ETUDE,Учебные поездки,考察旅行
